COUNTY_ID,COUNTY_ID_NM,TOWN_ID,TOWN_ID_NM,fld0101,fld0201,fld0301,fld0401,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間
"10015","花蓮縣","10015050","吉安鄉",30544,82095,41747,40348,"102Y9M"
"10015","花蓮縣","10015110","秀林鄉",4711,15199,7873,7326,"102Y9M"
"10015","花蓮縣","10015130","卓溪鄉",1663,6126,3389,2737,"102Y9M"
"10015","花蓮縣","10015010","花蓮市",41163,107329,52269,55060,"102Y9M"
"10015","花蓮縣","10015100","富里鄉",4006,11008,6005,5003,"102Y9M"
"10015","花蓮縣","10015040","新城鄉",7440,20116,10412,9704,"102Y9M"
"10015","花蓮縣","10015090","瑞穗鄉",4654,12204,6572,5632,"102Y9M"
"10015","花蓮縣","10015120","萬榮鄉",2084,6511,3475,3036,"102Y9M"
"10015","花蓮縣","10015060","壽豐鄉",6891,18103,9768,8335,"102Y9M"
"10015","花蓮縣","10015020","鳳林鎮",4425,11454,6050,5404,"102Y9M"
"10015","花蓮縣","10015080","豐濱鄉",1748,4617,2572,2045,"102Y9M"
"09020","金門縣","09020020","金沙鎮",5885,18321,9119,9202,"102Y9M"
"09020","金門縣","09020010","金城鎮",12205,38555,19389,19166,"102Y9M"
"09020","金門縣","09020030","金湖鎮",8081,25744,13044,12700,"102Y9M"
"09020","金門縣","09020040","金寧鄉",7155,24642,12534,12108,"102Y9M"
"09020","金門縣","09020050","烈嶼鄉",2911,11020,5438,5582,"102Y9M"
"09020","金門縣","09020060","烏坵鄉",134,642,320,322,"102Y9M"
"10008","南投縣","10008080","中寮鄉",5664,15765,8549,7216,"102Y9M"
"10008","南投縣","10008130","仁愛鄉",4956,15657,8109,7548,"102Y9M"
